event,id,nanoseconds
write,499,46115
write,506,46283
write,503,47596
write,500,47624
write,504,48929
write,497,49305
write,501,49521
write,505,50734
open,502,53277
open,497,53350
open,501,53464
open,505,53796
open,498,54200
open,503,54931
open,496,55158
open,500,55282
open,499,55316
open,504,55683
close,504,56765
close,497,56816
close,501,58054
close,502,58649
close,500,59742
close,496,59898
close,498,63286
close,499,64170
close,503,64733
read,508,23929
read,506,24071
read,507,24731
read,513,24957
read,514,25109
read,510,25536
read,511,25762
read,512,25819
read,509,39614
write,507,48928
write,508,50139
write,511,50171
write,509,50762
write,513,51881
write,514,52270
write,512,52442
write,515,52698
write,516,53291
write,510,78311
open,508,52647
open,509,52917
open,507,53527
open,513,54710
open,512,56810
open,514,56847
open,515,57106
open,506,57146
open,511,57863
open,510,61893
close,510,56926
close,505,57737
close,508,58384
close,512,58852
close,506,59150
close,507,59335
close,511,59444
close,513,64914
close,509,66983
close,514,76974
read,522,24005
read,523,24054
read,524,24711
read,517,24714
read,516,24719
read,515,25068
read,519,25783
read,521,26123
read,518,33101
read,520,35338
write,523,51149
write,524,51749
write,518,52443
write,517,52810
write,519,53851
write,521,56735
write,522,60290
write,520,62281
write,525,81335
open,523,53476
open,517,54055
open,516,56547
open,522,57367
open,524,58478
open,518,58639
open,519,77328
open,521,77958
open,520,82840
close,515,55893
close,522,57334
close,516,57422
close,523,58848
close,524,60459
close,517,60770
close,521,62139
close,519,62904
close,518,78831
close,520,81969
read,526,21518
read,527,23738
read,534,24146
read,528,24236
read,531,24312
read,530,24784
read,525,25021
read,533,25600
read,532,26540
read,529,39055
write,527,45814
write,530,46575
write,532,46876
write,528,47151
write,529,47580
write,535,47873
write,531,49011
write,534,49178
write,533,49489
write,526,53187
open,525,52486
open,534,52762
open,529,53582
open,526,54008
open,528,54086
open,533,54485
open,530,54989
open,532,55048
open,531,55267
open,527,57984
close,527,57241
close,532,57372
close,526,57846
close,529,57848
close,533,57971
close,528,58255
close,525,58791
close,531,60021
close,530,90284
read,535,23401
read,544,23799
read,536,24144
read,540,24889
read,543,24914
read,539,25572
read,542,25937
read,541,26356
read,537,27893
read,538,31194
write,536,46075
write,537,46670
write,541,48174
write,545,49062
write,538,49123
write,542,51247
write,543,51415
write,540,51480
write,544,52516
write,539,78389
open,543,51791
open,544,52494
open,540,54594
open,539,55515
open,535,55667
open,537,55847
open,541,55858
open,542,58155
open,536,69202
open,538,142749
close,534,55563
close,542,56513
close,537,56761
close,536,56910
close,543,57136
close,535,57445
close,540,59156
close,539,59527
close,541,60639
close,538,71405
read,547,22018
read,550,23753
read,553,23768
read,552,23946
read,551,24129
read,548,24262
read,549,25049
read,546,25394
read,545,26438
write,548,49036
write,554,49148
write,546,49587
write,552,51420
write,547,51567
write,555,51953
write,553,52408
write,550,52720
write,551,52851
write,549,52947
open,548,53756
open,552,54256
open,553,54390
open,547,54947
open,545,56041
open,554,56894
open,550,57868
open,549,58326
open,546,58855
open,551,73751
close,552,56440
close,546,56953
close,551,57261
close,547,58862
close,550,59351
close,549,59387
close,545,59470
close,544,60319
close,553,67653
close,548,81812
read,559,22470
read,563,23498
read,554,23908
read,561,23937
read,555,24266
read,558,24404
read,562,24405
read,560,24892
read,556,25243
read,557,25342
write,561,47208
write,559,48304
write,562,48766
write,558,49183
write,563,49232
write,560,49469
write,556,49517
write,564,51314
write,557,51588
open,562,53813
open,561,54022
open,559,54664
open,560,54993
open,555,55812
open,557,56530
open,558,56976
open,563,57059
open,556,59326
open,564,68696
close,558,56623
close,562,57114
close,555,57204
close,561,57567
close,554,58491
close,556,59101
close,559,59104
close,560,59190
close,557,59216
close,563,59878
read,570,22042
read,573,22468
read,566,22701
read,564,22762
read,571,23099
read,568,23119
read,567,23161
read,572,23396
read,565,24618
read,569,47642
write,566,47701
write,568,48331
write,572,48631
write,565,49113
write,571,49256
write,570,50161
write,567,50354
write,574,51000
write,569,54672
write,573,65409
open,567,51444
open,573,54189
open,568,54753
open,571,55126
open,570,55563
open,565,56108
open,572,56508
open,569,57312
open,566,60734
close,566,57758
close,573,58550
close,567,59166
close,564,59350
close,569,59475
close,570,59641
close,571,60595
close,572,61206
close,568,61844
close,565,61917
read,575,21387
read,582,22784
read,576,22892
read,583,23584
read,577,23694
read,581,23761
read,578,24704
read,579,25492
read,580,36226
read,574,39572
write,576,44271
write,584,46722
write,582,47745
write,578,48180
write,577,48205
write,580,49215
write,575,49231
write,581,49685
write,583,49946
write,579,50503
open,575,54414
open,583,54725
open,580,55188
open,576,55508
open,581,55967
open,579,56175
open,577,56281
open,574,56360
open,582,56378
open,578,59680
close,582,57182
close,577,58619
close,581,58912
close,576,59052
close,580,59637
close,579,60233
close,575,61307
close,578,61928
close,574,69293
read,589,22512
read,586,22825
read,584,23734
read,590,23892
read,592,24498
read,591,24617
read,588,25201
read,587,25492
read,585,31607
write,590,46636
write,588,46821
write,591,47533
write,593,48559
write,592,48777
write,585,49107
write,594,49280
write,589,49437
write,587,50423
write,586,56175
open,589,52180
open,591,52500
open,585,52657
open,592,53585
open,590,54291
open,593,54696
open,588,55252
open,587,55858
open,584,58636
open,586,61216
close,583,55929
close,591,56592
close,592,56954
close,588,57189
close,590,57261
close,586,57509
close,584,57510
close,587,57895
close,589,59778
close,585,66960
read,593,22963
read,595,23189
read,596,24080
read,599,24133
read,600,24161
read,602,25022
read,598,25102
read,594,25303
read,597,26543
read,601,26690
write,600,48740
write,595,48776
write,601,50015
write,604,50064
write,603,50116
write,597,50229
write,599,50510
write,598,51612
write,602,52760
write,596,79792
open,601,53412
open,600,53446
open,598,53584
open,594,55339
open,599,55403
open,603,55929
open,596,56066
open,602,57305
open,597,57461
open,595,61734
close,602,55703
close,594,58070
close,596,58340
close,600,59091
close,599,59382
close,598,59675
close,601,60091
close,595,60968
close,593,62244
close,597,62876
read,612,23584
read,605,23960
read,603,24105
read,606,25009
read,608,27998
read,607,29991
read,610,31025
read,604,31234
read,611,37736
read,609,42282
write,607,49330
write,606,50152
write,608,53933
write,613,55009
write,611,56806
write,609,57947
write,610,67066
write,612,68044
write,605,87567
open,607,55557
open,604,55706
open,606,56855
open,609,61659
open,611,63043
open,605,63549
open,610,65215
open,612,65486
open,608,69325
close,606,56744
close,612,59650
close,605,59755
close,603,60895
close,608,61753
close,610,72622
close,611,75533
close,609,76507
close,607,76618
close,604,103178
read,614,23649
read,616,23701
read,613,25374
read,618,25682
read,615,25750
read,620,26482
read,619,26821
read,621,28189
read,622,28604
read,617,33417
write,618,48756
write,614,49054
write,615,49593
write,616,49724
write,617,51266
write,619,51550
write,621,52867
write,623,53226
write,620,53338
write,622,54315
open,613,56941
open,614,56978
open,615,57949
open,616,58162
open,619,58517
open,618,59003
open,617,59416
open,620,60079
open,622,62840
open,621,65500
close,613,58643
close,616,59683
close,618,59792
close,619,59829
close,614,61093
close,617,61381
close,615,62875
close,621,64250
close,620,79886
read,630,24868
read,629,26077
read,626,26357
read,631,27500
read,624,27729
read,628,28342
read,627,28539
read,625,29194
read,623,34152
write,625,52737
write,624,52921
write,629,53485
write,627,53534
write,630,53663
write,631,54446
write,626,54568
write,633,55399
write,628,55429
write,632,56377
open,627,59268
open,625,59586
open,624,60671
open,629,61214
open,628,61272
open,631,61309
open,630,61595
open,632,63294
open,626,64366
open,623,64556
close,630,60176
close,622,62593
close,624,62736
close,623,62943
close,628,62955
close,629,63200
close,625,64081
close,631,65418
close,627,66658
close,626,69650
read,632,26167
read,637,26636
read,634,26645
read,636,27176
read,633,27653
read,638,27714
read,639,28463
read,635,28912
read,641,30787
read,640,53000
write,634,53271
write,637,55848
write,635,55974
write,641,57216
write,640,57355
write,638,58266
write,636,58587
write,639,58984
write,642,59468
open,639,57830
open,637,58853
open,633,60577
open,634,61043
open,640,61202
open,635,61419
open,638,62048
open,636,62672
open,642,63640
open,641,65343
close,634,62464
close,640,62970
close,633,63761
close,638,63964
close,641,64523
close,636,66175
close,637,66511
close,635,66944
close,639,68533
close,632,74276
read,650,24258
read,651,24554
read,644,27401
read,647,27483
read,645,27602
read,642,28082
read,646,29175
read,648,29931
read,649,36580
read,643,38108
write,650,50416
write,643,51717
write,652,52816
write,644,53119
write,647,53989
write,648,54289
write,651,55435
write,646,56105
write,649,57406
write,645,63531
open,649,56357
open,651,56713
open,650,57791
open,645,61191
open,643,61514
open,644,61689
open,646,62390
open,647,63577
open,648,68569
close,650,59646
close,646,61872
close,645,61986
close,651,62179
close,642,62209
close,648,62613
close,643,64162
close,644,64519
close,649,65316
close,647,78140
read,654,23279
read,653,23883
read,657,24157
read,659,24305
read,652,24368
read,658,24710
read,656,24714
read,655,25066
read,661,26504
read,660,35467
write,660,49899
write,654,50640
write,656,51796
write,657,51821
write,661,52047
write,655,52521
write,658,52812
write,653,52818
write,662,53316
write,659,53447
open,659,51913
open,654,54938
open,661,55422
open,652,55985
open,655,56042
open,656,56970
open,660,57932
open,657,58254
open,653,58857
open,658,60772
close,652,57937
close,658,58903
close,659,60893
close,655,61160
close,653,61314
close,660,63866
close,657,66083
close,654,69318
close,656,72711
read,662,23321
read,666,23960
read,665,24628
read,669,24895
read,664,25432
read,670,25932
read,671,26029
read,668,26176
read,667,26853
read,663,27079
write,670,48273
write,667,48685
write,671,48854
write,665,49267
write,668,49391
write,666,49440
write,672,51587
write,669,51914
write,664,52298
write,663,52823
open,663,54012
open,665,56835
open,669,56967
open,664,57504
open,666,57734
open,670,57830
open,668,58072
open,662,59586
open,671,64182
open,667,69013
close,662,57246
close,666,57519
close,664,58171
close,668,58291
close,665,58961
close,661,59511
close,670,59871
close,669,59939
close,663,60565
close,667,62792
read,677,23842
read,672,24346
read,674,24728
read,676,25227
read,678,26676
read,673,30200
read,679,31434
read,680,36613
read,675,37039
write,676,49224
write,674,49413
write,678,50327
write,673,50846
write,681,51346
write,677,51361
write,680,51457
write,679,52422
write,682,55705
write,675,58730
open,678,53177
open,675,54585
open,681,55674
open,674,56058
open,679,57137
open,680,59088
open,676,59159
open,672,60144
open,673,61243
open,677,64631
close,677,56288
close,673,59185
close,679,59905
close,678,59906
close,676,60001
close,671,60398
close,674,60750
close,680,61873
close,675,62344
close,672,65415
read,682,23680
read,690,24007
read,688,24033
read,689,24978
read,681,25127
read,684,25157
read,686,25294
read,685,25989
read,683,26944
read,687,31388
write,688,46740
write,685,50903
write,689,51098
write,690,51336
write,691,51533
write,683,52005
write,687,52146
write,686,52862
write,684,53115
open,690,53237
open,691,54681
open,686,55869
open,685,56066
open,687,56479
open,689,56977
open,682,56988
open,684,57324
open,688,64435
open,683,68733
close,690,59339
close,688,59626
close,683,60879
close,686,61656
close,682,61794
close,687,61894
close,681,62499
close,685,62883
close,684,63007
close,689,72637
read,698,23177
read,695,23732
read,694,24090
read,700,24259
read,691,24434
read,696,24987
read,693,25105
read,699,25539
read,692,25616
read,697,27110
write,692,45162
write,693,47890
write,696,48751
write,699,50166
write,695,50720
write,701,51245
write,700,51994
write,697,52139
write,694,53474
write,698,54115
open,693,54988
open,700,55502
open,692,56609
open,696,57669
open,694,57735
open,699,57756
open,695,57815
open,698,59448
open,697,61686
close,694,56105
close,695,56541
close,696,59579
close,692,59813
close,700,59847
close,697,60802
close,693,61208
close,698,61410
close,691,62109
close,699,71992
read,709,23305
read,707,24194
read,708,24347
read,703,24549
read,704,24890
read,705,26318
read,702,26593
read,701,26616
read,706,28199
read,710,28806
write,705,48954
write,709,51129
write,710,51227
write,706,51570
write,704,52074
write,708,53197
write,703,62933
write,707,64832
write,711,73599
write,702,77082
open,709,54303
open,701,55322
open,703,55821
open,704,57677
open,708,59123
open,707,62396
open,705,71638
open,702,73564
open,706,74641
open,710,76770
close,704,59218
close,703,59657
close,708,61002
close,701,61502
close,707,64636
close,706,68122
close,705,74927
close,702,76487
close,709,76530
read,713,23991
read,718,24250
read,716,24529
read,719,24765
read,715,25220
read,714,26633
read,717,26760
read,712,27224
read,711,43413
write,715,47976
write,717,48959
write,719,49105
write,718,49196
write,714,49554
write,721,49744
write,716,49813
write,712,55461
write,713,58307
write,720,59796
open,717,53516
open,715,54758
open,714,54804
open,718,55075
open,720,55230
open,713,58086
open,716,58172
open,719,60057
open,711,66872
open,712,87312
close,714,56707
close,713,59432
close,719,60431
close,716,60734
close,718,61216
close,715,61780
close,717,61932
close,711,63862
close,710,63864
close,712,76663
read,722,22341
read,729,22965
read,725,22982
read,727,23282
read,724,23600
read,720,23983
read,721,24202
read,728,24779
read,726,24901
read,723,25327
write,727,48268
write,730,48725
write,729,48881
write,722,49245
write,724,49269
write,725,49435
write,723,50065
write,728,50419
write,726,50524
open,728,53055
open,729,53092
open,725,53155
open,730,53402
open,726,53879
open,727,54389
open,723,54920
open,724,55288
open,721,57753
open,722,65512
close,724,57319
close,728,58612
close,721,59315
close,722,59615
close,725,59769
close,723,61228
close,720,61332
close,729,61662
close,726,63910
close,727,66084
read,737,20585
read,731,22068
read,732,23098
read,735,23374
read,734,23737
read,738,24021
read,739,24772
read,736,25185
read,733,25373
read,730,38153
write,739,45743
write,735,47582
write,737,47741
write,740,47903
write,738,48725
write,731,48907
write,733,49088
write,732,49821
write,734,50977
write,736,51200
open,738,50870
open,735,52294
open,736,52673
open,731,54237
open,734,54634
open,739,54744
open,732,54978
open,733,55496
open,737,69641
close,734,56335
close,737,56344
close,738,57124
close,736,57797
close,735,58262
close,732,59065
close,733,59236
close,739,59423
close,731,61448
close,730,93194
read,744,22884
read,742,24253
read,740,24416
read,746,24614
read,745,24636
read,748,25300
read,743,25569
read,749,26017
read,747,26053
read,741,26339
write,741,47423
write,745,48381
write,747,49338
write,743,49727
write,742,50304
write,749,50480
write,746,50616
write,744,51342
write,748,52606
write,750,53303
open,745,51503
open,749,52292
open,740,52772
open,743,54192
open,744,54483
open,741,54610
open,748,55317
open,747,57464
open,742,57806
open,746,63217
close,746,56101
close,744,56534
close,740,56698
close,745,56833
close,742,57619
close,748,58080
close,749,58869
close,743,59116
close,741,59388
close,747,60585
read,756,21525
read,757,22316
read,759,23155
read,755,23876
read,758,24150
read,751,24444
read,752,24830
read,753,25160
read,754,25537
read,750,25859
write,755,50100
write,753,50582
write,751,50671
write,757,51362
write,754,51861
write,752,51878
write,760,52115
write,758,52293
write,756,52535
write,759,53579
open,751,52113
open,753,53903
open,752,54244
open,755,55273
open,756,55674
open,759,57311
open,754,57642
open,757,58723
open,758,59218
open,750,65924
close,752,55102
close,757,56641
close,755,57723
close,753,58252
close,750,58594
close,754,59175
close,751,59388
close,758,59726
close,756,60487
read,760,22519
read,761,22963
read,766,23220
read,765,23295
read,763,23537
read,764,23743
read,762,24095
read,768,25055
read,767,25384
write,770,49152
write,765,50713
write,763,50811
write,769,51158
write,767,51256
write,766,51265
write,761,51657
write,764,53097
write,762,60186
write,768,76795
open,765,53369
open,763,55412
open,761,55961
open,762,56469
open,766,56879
open,760,57357
open,764,57530
open,768,61302
open,769,64037
open,767,143520
close,759,56920
close,762,57163
close,761,58272
close,768,58565
close,765,58760
close,764,58980
close,760,59789
close,767,61191
close,763,61433
close,766,220852
read,773,22017
read,769,23225
read,770,23317
read,776,23528
read,774,23606
read,778,23899
read,775,24374
read,777,24509
read,772,24684
read,771,46368
write,773,47418
write,779,47618
write,776,47776
write,774,48288
write,771,48564
write,772,48900
write,778,48939
write,777,49178
write,775,49346
write,780,49460
write,781,51468
open,775,53708
open,773,53833
open,771,55396
open,777,55604
open,778,55978
open,779,56050
open,772,56148
open,780,56261
open,776,57428
open,770,57912
open,774,58413
close,772,57553
close,769,57902
close,778,58470
close,777,58599
close,770,59255
close,775,59268
close,776,59279
close,773,59506
close,774,60055
close,771,60624
close,779,62436
read,782,23737
read,787,24025
read,786,24148
read,784,24546
read,781,24902
read,788,24984
read,783,25087
read,785,25593
write,789,47771
write,786,47817
write,787,48011
write,788,48186
write,783,48193
write,785,49104
write,782,53230
write,784,54971
open,785,51758
open,786,53633
open,782,54583
open,787,55654
open,789,55873
open,784,57130
open,788,57922
open,783,65896
open,781,73045
close,782,56026
close,785,57261
close,783,58185
close,787,59156
close,786,60075
close,784,60133
close,780,60646
close,781,62704
close,788,65281
read,791,23727
read,794,23737
read,790,24039
read,798,24240
read,789,24548
read,796,24605
read,793,24935
read,795,25184
read,792,25403
read,797,26378
write,790,47310
write,793,48827
write,791,49000
write,795,49246
write,796,49310
write,798,50302
write,799,50926
write,792,51214
write,797,51307
write,794,51595
open,793,52098
open,795,53518
open,794,55028
open,792,55177
open,790,56088
open,791,56288
open,798,56701
open,796,59138
open,797,59198
close,798,57850
close,793,57897
close,790,58328
close,794,58901
close,792,59566
close,797,59702
close,791,60056
close,795,60318
close,789,61731
close,796,62728
read,808,22335
read,807,23872
read,803,24515
read,802,25016
read,805,25429
read,800,25479
read,806,26892
read,801,27489
read,799,28442
read,804,41717
write,801,49020
write,802,49395
write,803,49424
write,804,50150
write,806,51724
write,808,51852
write,809,52005
write,800,53079
write,805,63348
write,807,71658
open,801,53339
open,800,53551
open,803,54075
open,808,55450
open,804,55988
open,802,57002
open,799,57020
open,807,58289
open,806,58926
open,805,62914
close,806,55889
close,803,56410
close,800,57114
close,802,57397
close,805,57715
close,799,59666
close,804,67812
close,801,68343
close,807,71958
read,814,23000
read,815,23730
read,816,23750
read,817,23779
read,809,24245
read,811,25280
read,813,26680
read,812,26936
read,810,35053
write,817,45817
write,818,46190
write,815,46463
write,819,46952
write,816,48076
write,810,53667
write,814,53873
write,813,56694
write,811,60455
write,812,66222
open,809,53488
open,818,54713
open,814,55332
open,815,55983
open,817,55989
open,810,56476
open,816,56625
open,812,65448
open,811,68149
open,813,95902
close,814,55528
close,815,57477
close,816,57985
close,817,58158
close,808,58224
close,809,58410
close,813,59691
close,811,73536
close,812,75206
close,810,85158
read,820,21832
read,823,23296
read,819,23664
read,822,23982
read,821,24535
read,824,24660
read,818,24770
read,826,25081
read,825,25533
read,827,27012
write,821,45515
write,825,45728
write,820,47001
write,824,47451
write,822,47629
write,828,47638
write,827,48763
write,823,49021
write,826,50028
open,820,54300
open,823,54800
open,824,54806
open,822,56009
open,828,56245
open,819,56274
open,825,56648
open,826,57319
open,821,59329
open,827,68275
close,822,56422
close,824,56901
close,819,57698
close,823,58448
close,826,59234
close,825,59494
close,827,59711
close,821,60479
close,820,66947
close,818,71788
read,829,23649
read,828,24044
read,835,24246
read,834,24257
read,832,24561
read,830,24951
read,831,25234
read,833,25652
read,836,26678
read,837,26797
write,829,46889
write,835,47353
write,831,47410
write,837,48257
write,833,48711
write,832,49647
write,838,50236
write,834,51087
write,836,54012
write,830,55290
open,835,53892
open,830,54777
open,836,55162
open,833,56137
open,832,56223
open,834,56244
open,831,57006
open,837,57169
open,829,58604
close,834,57326
close,830,57985
close,836,58686
close,832,58787
close,829,59481
close,833,59600
close,835,60072
close,837,61327
close,828,61337
close,831,61383
read,842,24022
read,839,24412
read,844,24533
read,841,25099
read,846,25314
read,847,25943
read,845,26276
read,840,26435
read,843,26453
read,838,27070
write,839,46779
write,840,47343
write,845,49497
write,844,49503
write,848,49990
write,846,50115
write,841,50861
write,847,51021
write,843,51363
write,842,52585
open,845,51014
open,842,53278
open,847,53532
open,838,53829
open,844,54664
open,840,55715
open,843,55934
open,841,56852
open,846,58932
open,839,59175
close,844,53582
close,843,57239
close,846,57675
close,842,57838
close,840,58099
close,841,58389
close,838,58554
close,839,59015
close,845,59905
read,855,23891
read,851,25236
read,853,25240
read,849,25546
read,852,25568
read,854,26765
read,856,27151
read,848,27164
read,850,27526
read,857,28357
write,855,49635
write,850,50297
write,851,50767
write,853,50808
write,852,51010
write,854,51347
write,856,51458
write,849,51523
write,857,52850
write,858,53403
open,855,53769
open,854,55427
open,853,56091
open,857,56170
open,851,56254
open,850,56390
open,848,56744
open,852,57074
open,849,58187
open,856,60309
close,847,56282
close,853,56770
close,849,57289
close,848,57656
close,850,57755
close,852,58365
close,855,58398
close,851,58891
close,854,59251
close,856,60784
read,859,22725
read,862,23208
read,863,23422
read,864,23953
read,860,23968
read,865,24134
read,858,24237
read,866,24293
read,861,24922
write,863,48755
write,865,49850
write,859,51171
write,861,51961
write,862,52038
write,864,52572
write,867,52984
write,866,52994
write,868,53537
write,860,54437
open,864,55139
open,861,56997
open,859,57150
open,862,57662
open,860,57713
open,867,57880
open,858,58736
open,866,59012
open,863,59830
open,865,61306
close,857,58560
close,862,58563
close,863,59644
close,858,59662
close,860,59863
close,859,60165
close,864,60481
close,861,60849
close,865,60931
close,866,62602
read,873,23761
read,871,24038
read,876,24240
read,868,24808
read,867,24945
read,872,25287
read,874,25652
read,869,25965
read,875,26135
read,870,27567
write,874,46307
write,875,47131
write,872,47805
write,873,48592
write,876,49790
write,877,50111
write,870,51966
write,869,53791
write,871,54910
open,874,54925
open,870,55549
open,876,56372
open,875,56856
open,877,57670
open,873,58169
open,871,58606
open,872,60050
open,869,61383
open,868,62417
close,874,56230
close,875,57250
close,872,57852
close,873,58484
close,868,59185
close,870,59539
close,876,59627
close,871,61600
close,867,61832
close,869,63352
read,877,23904
read,882,24026
read,878,24568
read,885,24872
read,883,25078
read,881,25137
read,880,25148
read,884,25383
read,879,33078
read,886,41705
write,887,45670
write,881,47835
write,878,48781
write,884,49086
write,880,49275
write,879,50599
write,885,52356
write,883,53106
write,886,61879
write,882,72973
open,885,55829
open,880,56195
open,884,56742
open,879,57047
open,886,57119
open,882,57536
open,883,57581
open,878,57669
open,881,57671
close,880,55811
close,886,58109
close,882,59468
close,878,59879
close,879,60094
close,881,60812
close,884,60847
close,877,60876
close,883,61318
close,885,62880
read,894,24225
read,889,24406
read,888,24751
read,891,24867
read,892,25228
read,893,25283
read,896,26311
read,887,26893
read,895,27218
read,890,35168
write,891,48351
write,888,48760
write,892,49042
write,890,49124
write,894,49206
write,889,49460
write,897,50438
write,893,50952
write,896,51952
write,895,51958
open,890,54914
open,896,55527
open,894,56841
open,893,57418
open,891,57527
open,888,57795
open,889,58005
open,892,58253
open,887,58987
open,895,65052
close,888,57805
close,890,58220
close,892,58310
close,891,59481
close,887,59656
close,895,61628
close,894,62352
close,893,66286
close,889,67480
read,898,24175
read,905,24422
read,900,25105
read,899,25568
read,897,26746
read,904,28568
read,902,29670
read,903,30001
read,901,36487
write,899,49741
write,901,50393
write,900,50743
write,907,51224
write,906,51705
write,898,51904
write,902,52997
write,904,60408
write,903,64579
write,905,67414
open,900,56000
open,901,56440
open,899,56818
open,897,57063
open,898,57267
open,906,58709
open,905,68788
open,902,73638
open,903,76474
open,904,78162
close,900,56479
close,898,56858
close,896,57140
close,897,58756
close,899,59092
close,903,68159
close,905,71826
close,904,73177
close,901,73441
close,902,74769
read,910,22555
read,908,22923
read,914,23081
read,909,23225
read,912,23686
read,907,23857
read,911,24032
read,913,24387
read,915,25811
read,906,34987
write,913,49929
write,911,50100
write,916,51072
write,910,51429
write,914,51685
write,912,52080
write,915,52267
write,909,60217
write,908,66523
open,910,54452
open,911,55803
open,908,56225
open,914,57475
open,909,57600
open,916,57867
open,912,58706
open,915,59439
open,913,59934
open,907,82718
close,906,56122
close,910,58106
close,908,58333
close,909,58959
close,907,59215
close,911,59371
close,912,60609
close,915,60989
close,914,62008
close,913,65245
read,922,23121
read,916,23710
read,921,23776
read,923,24217
read,917,24261
read,918,24586
read,925,24687
read,920,24805
read,924,24919
read,919,30041
write,917,43584
write,921,45776
write,924,46633
write,923,47229
write,925,47247
write,922,47849
write,919,48124
write,926,48131
write,920,48617
write,918,49841
open,920,52834
open,923,56449
open,922,56460
open,918,56667
open,924,57514
open,919,58783
open,921,60157
open,925,60596
open,917,106553
close,920,56179
close,925,58133
close,921,58536
close,922,58713
close,916,59542
close,918,59590
close,919,62460
close,923,63286
close,924,65370
close,917,72597
read,935,23518
read,927,24606
read,928,24687
read,929,24746
read,926,25067
read,933,25356
read,932,26215
read,931,26485
read,930,27036
read,934,27625
write,934,47393
write,930,48473
write,931,48639
write,927,48957
write,929,48978
write,932,49466
write,935,50425
write,928,51099
write,933,51249
write,936,52607
open,926,52672
open,934,53369
open,932,54386
open,927,55068
open,928,55541
open,930,55960
open,931,56628
open,929,57286
open,933,57350
open,935,58744
close,933,55028
close,928,58483
close,929,59225
close,926,59614
close,927,59807
close,932,60471
close,935,60905
close,931,61085
close,930,62618
close,934,63877
read,942,23941
read,945,24365
read,940,24488
read,941,24698
read,937,25096
read,939,25597
read,938,25756
read,944,27501
read,936,29055
read,943,29727
write,937,49904
write,943,49985
write,940,50131
write,938,50792
write,941,50807
write,945,51108
write,944,51661
write,942,51743
write,939,51970
write,946,52747
open,940,53374
open,943,54170
open,938,54865
open,942,55425
open,936,56260
open,941,56585
open,937,57310
open,939,58278
open,944,58366
open,945,62106
close,942,56568
close,939,57464
close,938,57611
close,937,58422
close,941,58759
close,936,59708
close,940,60222
close,943,60631
close,944,61245
read,948,23891
read,949,24468
read,947,24903
read,946,25358
read,950,25408
read,952,25809
read,951,26002
read,953,26248
read,954,26702
write,952,49285
write,951,49947
write,948,50026
write,954,50605
write,949,50791
write,950,51487
write,953,52123
write,955,54763
write,947,55568
write,956,62692
open,948,54563
open,950,54657
open,946,56126
open,949,56695
open,954,56742
open,953,57522
open,952,58219
open,951,58394
open,947,59008
open,955,59238
close,952,56414
close,949,57191
close,947,57469
close,948,57535
close,950,57817
close,953,58090
close,951,59050
close,945,59628
close,954,59682
close,946,64420
read,955,23006
read,963,24117
read,964,24533
read,961,24708
read,960,25716
read,957,25920
read,958,25994
read,956,26850
read,962,33587
read,959,36569
write,959,49968
write,961,50480
write,958,50480
write,957,50866
write,962,51693
write,964,52254
write,960,52556
write,965,53080
write,963,55114
open,960,54534
open,962,55199
open,958,57226
open,965,57731
open,964,58025
open,963,58889
open,956,59672
open,959,60042
open,957,65429
open,961,66073
close,957,57719
close,955,57915
close,963,58727
close,956,58747
close,961,59822
close,964,59909
close,962,60271
close,960,60313
close,958,61464
close,959,76917
read,969,22776
read,965,22880
read,966,23002
read,967,23190
read,971,23239
read,974,23808
read,973,23917
read,970,23958
read,968,24661
read,972,25530
write,966,40936
write,969,49894
write,970,50116
write,975,50258
write,973,50592
write,971,50883
write,972,51400
write,968,52245
write,967,52462
write,974,52990
open,974,56321
open,971,57364
open,968,57495
open,972,57533
open,973,57569
open,966,58435
open,967,59860
open,970,60089
open,975,63012
open,969,64602
close,968,58006
close,965,58639
close,967,59027
close,972,59081
close,970,59303
close,974,61132
close,973,61209
close,971,61304
close,969,63164
close,966,64619
read,975,21813
read,978,23412
read,980,23657
read,976,23776
read,979,24098
read,983,24454
read,981,24807
read,982,24983
read,984,26154
read,977,27487
write,979,46372
write,980,47350
write,981,47354
write,982,48524
write,978,48924
write,984,49529
write,983,49649
write,977,49850
write,976,49868
write,985,52674
open,980,54527
open,981,55707
open,978,56973
open,982,57126
open,979,57459
open,983,58086
open,977,59302
open,976,60209
open,984,61277
close,980,56305
close,979,56606
close,976,58772
close,982,58844
close,983,59266
close,978,59341
close,981,60566
close,977,62363
close,975,64631
close,984,93985
read,988,24823
read,989,24972
read,986,25600
read,991,26296
read,987,26666
read,990,26761
read,992,27067
read,985,27117
read,993,27319
read,994,27527
write,987,49594
write,991,49639
write,988,49660
write,993,50019
write,994,50266
write,990,50459
write,989,50689
write,992,51809
write,995,55749
write,986,56218
open,992,53975
open,989,54188
open,987,55180
open,988,55251
open,991,55290
open,990,55890
open,993,56512
open,994,56922
open,986,59011
open,985,68489
close,990,57648
close,991,57857
close,988,57975
close,986,57989
close,987,58171
close,989,58884
close,993,59532
close,992,59553
close,985,64820
read,998,25016
read,1000,25385
read,997,26068
read,999,26429
read,996,27423
read,1003,27758
read,1001,37434
read,1002,37570
read,995,42643
write,999,49170
write,1001,49188
write,998,50697
write,997,51883
write,1000,52003
write,1005,56172
write,1004,59109
